timestamp,frame,object_id,centroid_x,centroid_y,bbox_x,bbox_y,bbox_w,bbox_h
2.87,83,2,1192,579,941,516,37,33
2.87,83,3,1103,445,941,516,37,33
2.87,83,4,1188,490,941,516,37,33
2.87,83,5,891,871,941,516,37,33
2.87,83,6,1307,457,941,516,37,33
2.87,83,7,959,532,941,516,37,33
2.87,83,8,830,875,941,516,37,33
2.87,83,9,1162,424,941,516,37,33
2.87,83,10,1298,701,941,516,37,33
2.87,83,11,1262,655,941,516,37,33
2.87,83,12,1213,657,941,516,37,33
2.90,84,0,785,868,941,516,37,33
2.90,84,1,1151,675,941,516,37,33
2.90,84,2,1192,579,941,516,37,33
2.90,84,3,1103,445,941,516,37,33
2.90,84,4,1188,490,941,516,37,33
2.90,84,5,891,871,941,516,37,33
2.90,84,6,1307,457,941,516,37,33
2.90,84,7,959,532,941,516,37,33
2.90,84,8,830,875,941,516,37,33
2.90,84,9,1162,424,941,516,37,33
2.90,84,10,1298,701,941,516,37,33
2.90,84,11,1262,655,941,516,37,33
2.90,84,12,1213,657,941,516,37,33
2.93,85,0,785,868,941,516,37,33
2.93,85,1,1151,675,941,516,37,33
2.93,85,2,1192,579,941,516,37,33
2.93,85,3,1103,445,941,516,37,33
2.93,85,4,1188,490,941,516,37,33
2.93,85,5,891,871,941,516,37,33
2.93,85,6,1307,457,941,516,37,33
2.93,85,7,959,532,941,516,37,33
2.93,85,8,830,875,941,516,37,33
2.93,85,9,1162,424,941,516,37,33
2.93,85,10,1298,701,941,516,37,33
2.93,85,11,1262,655,941,516,37,33
2.93,85,12,1213,657,941,516,37,33
2.97,86,0,785,868,941,516,37,33
2.97,86,1,1151,675,941,516,37,33
2.97,86,2,1192,579,941,516,37,33
2.97,86,3,1103,445,941,516,37,33
2.97,86,4,1188,490,941,516,37,33
2.97,86,5,891,871,941,516,37,33
2.97,86,6,1307,457,941,516,37,33
2.97,86,7,959,532,941,516,37,33
2.97,86,8,830,875,941,516,37,33
2.97,86,9,1162,424,941,516,37,33
2.97,86,10,1298,701,941,516,37,33
2.97,86,11,1262,655,941,516,37,33
2.97,86,12,1213,657,941,516,37,33
3.00,87,0,785,868,941,516,37,33
3.00,87,1,1151,675,941,516,37,33
3.00,87,2,1192,579,941,516,37,33
3.00,87,3,1103,445,941,516,37,33
3.00,87,4,1188,490,941,516,37,33
3.00,87,5,891,871,941,516,37,33
3.00,87,6,1307,457,941,516,37,33
3.00,87,7,959,532,941,516,37,33
3.00,87,8,830,875,941,516,37,33
3.00,87,9,1162,424,941,516,37,33
3.00,87,10,1298,701,941,516,37,33
3.00,87,11,1262,655,941,516,37,33
3.00,87,12,1213,657,941,516,37,33
3.03,88,0,785,868,941,515,37,34
3.03,88,1,1151,675,941,515,37,34
3.03,88,2,1192,579,941,515,37,34
3.03,88,3,1103,445,941,515,37,34
3.03,88,4,1188,490,941,515,37,34
3.03,88,5,891,871,941,515,37,34
3.03,88,6,1307,457,941,515,37,34
3.03,88,7,959,532,941,515,37,34
3.03,88,9,1162,424,941,515,37,34
3.03,88,10,1298,701,941,515,37,34
3.03,88,11,1262,655,941,515,37,34
3.03,88,12,1213,657,941,515,37,34
3.07,89,0,785,868,936,483,42,66
3.07,89,1,1151,675,936,483,42,66
3.07,89,2,1192,579,936,483,42,66
3.07,89,3,1103,445,936,483,42,66
3.07,89,4,1188,490,936,483,42,66
3.07,89,5,891,871,936,483,42,66
3.07,89,6,1307,457,936,483,42,66
3.07,89,7,957,516,936,483,42,66
3.07,89,9,1162,424,936,483,42,66
3.07,89,10,1298,701,936,483,42,66
3.07,89,11,1262,655,936,483,42,66
3.07,89,12,1213,657,936,483,42,66
3.11,90,0,785,868,936,483,42,66
3.11,90,1,1151,675,936,483,42,66
3.11,90,2,1192,579,936,483,42,66
3.11,90,3,1103,445,936,483,42,66
3.11,90,4,1188,490,936,483,42,66
3.11,90,5,891,871,936,483,42,66
3.11,90,6,1307,457,936,483,42,66
3.11,90,7,957,516,936,483,42,66
3.11,90,9,1162,424,936,483,42,66
3.11,90,10,1298,701,936,483,42,66
3.11,90,11,1262,655,936,483,42,66
3.11,90,12,1213,657,936,483,42,66
3.15,91,0,785,868,934,483,43,66
3.15,91,1,1151,675,934,483,43,66
3.15,91,2,1192,579,934,483,43,66
3.15,91,3,1103,445,934,483,43,66
3.15,91,4,1188,490,934,483,43,66
3.15,91,5,891,871,934,483,43,66
3.15,91,6,1307,457,934,483,43,66
3.15,91,7,955,516,934,483,43,66
3.15,91,9,1162,424,934,483,43,66
3.15,91,10,1298,701,934,483,43,66
3.15,91,11,1262,655,934,483,43,66
3.15,91,12,1213,657,934,483,43,66
3.18,92,0,785,868,933,483,47,67
3.18,92,1,1151,675,933,483,47,67
3.18,92,2,1192,579,933,483,47,67
3.18,92,3,1103,445,933,483,47,67
3.18,92,4,1188,490,933,483,47,67
3.18,92,5,891,871,933,483,47,67
3.18,92,6,1307,457,933,483,47,67
3.18,92,7,956,516,933,483,47,67
3.18,92,9,1162,424,933,483,47,67
3.18,92,10,1298,701,933,483,47,67
3.18,92,11,1262,655,933,483,47,67
3.18,92,12,1213,657,933,483,47,67
3.22,93,0,785,868,933,483,47,67
3.22,93,1,1151,675,933,483,47,67
3.22,93,2,1192,579,933,483,47,67
3.22,93,3,1103,445,933,483,47,67
3.22,93,4,1188,490,933,483,47,67
3.22,93,5,891,871,933,483,47,67
3.22,93,6,1307,457,933,483,47,67
3.22,93,7,956,516,933,483,47,67
3.22,93,9,1162,424,933,483,47,67
3.22,93,10,1298,701,933,483,47,67
3.22,93,11,1262,655,933,483,47,67
3.22,93,12,1213,657,933,483,47,67
3.25,94,0,785,868,933,484,46,66
3.25,94,1,1151,675,933,484,46,66
3.25,94,2,1192,579,933,484,46,66
3.25,94,3,1103,445,933,484,46,66
3.25,94,4,1188,490,933,484,46,66
3.25,94,5,891,871,933,484,46,66
3.25,94,6,1307,457,933,484,46,66
3.25,94,7,956,517,933,484,46,66
3.25,94,9,1162,424,933,484,46,66
3.25,94,10,1298,701,933,484,46,66
3.25,94,11,1262,655,933,484,46,66
3.25,94,12,1213,657,933,484,46,66
3.29,95,0,785,868,933,484,46,66
3.29,95,1,1151,675,933,484,46,66
3.29,95,2,1192,579,933,484,46,66
3.29,95,3,1103,445,933,484,46,66
3.29,95,4,1188,490,933,484,46,66
3.29,95,5,891,871,933,484,46,66
3.29,95,6,1307,457,933,484,46,66
3.29,95,7,956,517,933,484,46,66
3.29,95,9,1162,424,933,484,46,66
3.29,95,10,1298,701,933,484,46,66
3.29,95,11,1262,655,933,484,46,66
3.29,95,12,1213,657,933,484,46,66
3.33,96,0,785,868,933,484,48,66
3.33,96,1,1151,675,933,484,48,66
3.33,96,2,1192,579,933,484,48,66
3.33,96,3,1103,445,933,484,48,66
3.33,96,4,1188,490,933,484,48,66
3.33,96,5,891,871,933,484,48,66
3.33,96,6,1307,457,933,484,48,66
3.33,96,7,957,517,933,484,48,66
3.33,96,9,1162,424,933,484,48,66
3.33,96,10,1298,701,933,484,48,66
3.33,96,11,1262,655,933,484,48,66
3.33,96,12,1213,657,933,484,48,66
3.36,97,0,785,868,932,483,49,67
3.36,97,1,1151,675,932,483,49,67
3.36,97,2,1192,579,932,483,49,67
3.36,97,3,1103,445,932,483,49,67
3.36,97,4,1188,490,932,483,49,67
3.36,97,6,1307,457,932,483,49,67
3.36,97,7,956,516,932,483,49,67
3.36,97,9,1162,424,932,483,49,67
3.36,97,10,1298,701,932,483,49,67
3.36,97,11,1262,655,932,483,49,67
3.36,97,12,1213,657,932,483,49,67
3.39,98,0,785,868,932,483,49,67
3.39,98,1,1151,675,932,483,49,67
3.39,98,2,1192,579,932,483,49,67
3.39,98,3,1103,445,932,483,49,67
3.39,98,4,1188,490,932,483,49,67
3.39,98,6,1307,457,932,483,49,67
3.39,98,7,956,516,932,483,49,67
3.39,98,9,1162,424,932,483,49,67
3.39,98,10,1298,701,932,483,49,67
3.39,98,11,1262,655,932,483,49,67
3.39,98,12,1213,657,932,483,49,67
3.43,99,0,785,868,932,483,49,67
3.43,99,1,1151,675,932,483,49,67
3.43,99,2,1192,579,932,483,49,67
3.43,99,3,1103,445,932,483,49,67
3.43,99,4,1188,490,932,483,49,67
3.43,99,6,1307,457,932,483,49,67
3.43,99,7,956,516,932,483,49,67
3.43,99,9,1162,424,932,483,49,67
3.43,99,10,1298,701,932,483,49,67
3.43,99,11,1262,655,932,483,49,67
3.43,99,12,1213,657,932,483,49,67
3.46,100,0,785,868,931,483,50,67
3.46,100,1,1151,675,931,483,50,67
3.46,100,2,1192,579,931,483,50,67
3.46,100,3,1103,445,931,483,50,67
3.46,100,4,1188,490,931,483,50,67
3.46,100,6,1307,457,931,483,50,67
3.46,100,7,956,516,931,483,50,67
3.46,100,9,1162,424,931,483,50,67
3.46,100,10,1298,701,931,483,50,67
3.46,100,11,1262,655,931,483,50,67
3.46,100,12,1213,657,931,483,50,67
3.49,101,1,1151,675,931,483,50,67
3.49,101,2,1192,579,931,483,50,67
3.49,101,3,1103,445,931,483,50,67
3.49,101,4,1188,490,931,483,50,67
3.49,101,7,956,516,931,483,50,67
3.49,101,9,1162,424,931,483,50,67
3.49,101,10,1298,701,931,483,50,67
3.49,101,11,1262,655,931,483,50,67
3.49,101,12,1213,657,931,483,50,67
3.52,102,1,1151,675,931,483,50,67
3.52,102,2,1192,579,931,483,50,67
3.52,102,3,1103,445,931,483,50,67
3.52,102,4,1188,490,931,483,50,67
3.52,102,7,956,516,931,483,50,67
3.52,102,9,1162,424,931,483,50,67
3.52,102,10,1298,701,931,483,50,67
3.52,102,11,1262,655,931,483,50,67
3.52,102,12,1213,657,931,483,50,67
3.56,103,1,1151,675,931,484,50,66
3.56,103,2,1192,579,931,484,50,66
3.56,103,3,1103,445,931,484,50,66
3.56,103,4,1188,490,931,484,50,66
3.56,103,7,956,517,931,484,50,66
3.56,103,9,1162,424,931,484,50,66
3.56,103,10,1298,701,931,484,50,66
3.56,103,11,1262,655,931,484,50,66
3.56,103,12,1213,657,931,484,50,66
3.59,104,1,1151,675,931,484,50,66
3.59,104,2,1192,579,931,484,50,66
3.59,104,3,1103,445,931,484,50,66
3.59,104,4,1188,490,931,484,50,66
3.59,104,7,956,517,931,484,50,66
3.59,104,9,1162,424,931,484,50,66
3.59,104,10,1298,701,931,484,50,66
3.59,104,11,1262,655,931,484,50,66
3.59,104,12,1213,657,931,484,50,66
3.62,105,1,1151,675,931,484,50,66
3.62,105,2,1192,579,931,484,50,66
3.62,105,3,1103,445,931,484,50,66
3.62,105,4,1188,490,931,484,50,66
3.62,105,7,956,517,931,484,50,66
3.62,105,9,1162,424,931,484,50,66
3.62,105,10,1298,701,931,484,50,66
3.62,105,11,1262,655,931,484,50,66
3.62,105,12,1213,657,931,484,50,66
3.65,106,1,1151,675,931,484,50,67
3.65,106,2,1192,579,931,484,50,67
3.65,106,3,1103,445,931,484,50,67
3.65,106,4,1188,490,931,484,50,67
3.65,106,7,956,517,931,484,50,67
3.65,106,9,1162,424,931,484,50,67
3.65,106,10,1298,701,931,484,50,67
3.65,106,11,1262,655,931,484,50,67
3.65,106,12,1213,657,931,484,50,67
3.68,107,1,1151,675,931,485,50,66
3.68,107,2,1192,579,931,485,50,66
3.68,107,3,1103,445,931,485,50,66
3.68,107,4,1188,490,931,485,50,66
3.68,107,7,956,518,931,485,50,66
3.68,107,9,1162,424,931,485,50,66
3.68,107,10,1298,701,931,485,50,66
3.68,107,11,1262,655,931,485,50,66
3.68,107,12,1213,657,931,485,50,66
3.72,108,1,1151,675,931,485,51,66
3.72,108,2,1192,579,931,485,51,66
3.72,108,4,1188,490,931,485,51,66
3.72,108,7,956,518,931,485,51,66
3.72,108,10,1298,701,931,485,51,66
3.72,108,11,1262,655,931,485,51,66
3.72,108,12,1213,657,931,485,51,66
3.75,109,1,1151,675,933,485,48,66
3.75,109,2,1192,579,933,485,48,66
3.75,109,4,1188,490,933,485,48,66
3.75,109,7,957,518,933,485,48,66
3.75,109,10,1298,701,933,485,48,66
3.75,109,11,1262,655,933,485,48,66
3.75,109,12,1213,657,933,485,48,66
3.79,110,1,1151,675,933,485,48,66
3.79,110,2,1192,579,933,485,48,66
3.79,110,4,1188,490,933,485,48,66
3.79,110,7,957,518,933,485,48,66
3.79,110,10,1298,701,933,485,48,66
3.79,110,11,1262,655,933,485,48,66
3.79,110,12,1213,657,933,485,48,66
3.82,111,1,1151,675,934,485,47,66
3.82,111,2,1192,579,934,485,47,66
3.82,111,7,957,518,934,485,47,66
3.82,111,10,1298,701,934,485,47,66
3.82,111,11,1262,655,934,485,47,66
3.82,111,12,1213,657,934,485,47,66
3.85,112,1,1151,675,931,486,50,66
3.85,112,2,1192,579,931,486,50,66
3.85,112,7,956,519,931,486,50,66
3.85,112,10,1298,701,931,486,50,66
3.85,112,11,1262,655,931,486,50,66
3.85,112,12,1213,657,931,486,50,66
3.88,113,1,1151,675,932,486,50,66
3.88,113,7,957,519,932,486,50,66
3.89,113,10,1298,701,932,486,50,66
3.89,113,12,1213,657,932,486,50,66
3.92,114,1,1151,675,933,486,49,66
3.92,114,7,957,519,933,486,49,66
3.92,114,10,1298,701,933,486,49,66
3.92,114,12,1213,657,933,486,49,66
3.95,115,1,1151,675,931,486,52,66
3.95,115,7,957,519,931,486,52,66
3.95,115,10,1298,701,931,486,52,66
3.95,115,12,1213,657,931,486,52,66
3.98,116,7,958,519,933,487,50,65
4.02,117,7,958,519,933,487,50,65
4.05,118,7,958,519,933,487,50,65
4.08,119,7,957,519,932,487,51,65
4.12,120,7,958,519,933,487,50,65
4.14,121,7,958,519,933,487,50,65
4.18,122,7,958,519,933,487,50,65
4.21,123,7,958,519,933,487,50,65
4.24,124,7,960,519,932,486,56,66
4.27,125,7,960,519,933,486,55,66
4.30,126,7,961,519,934,486,54,66
4.33,127,7,956,519,931,486,51,66
4.37,128,7,956,519,931,486,51,66
4.40,129,7,956,519,931,486,51,66
4.43,130,7,957,519,933,486,49,66
4.47,131,7,957,519,933,486,49,66
4.50,132,7,960,519,933,486,55,66
4.53,133,7,956,519,931,486,51,66
4.57,134,7,959,519,931,487,56,65
4.60,135,7,959,519,931,487,56,65
4.63,136,7,959,519,931,487,56,65
4.66,137,7,959,519,931,487,56,65
4.69,138,7,959,519,931,487,56,65
4.72,139,7,959,519,931,487,56,65
4.75,140,7,958,520,930,487,57,66
4.78,141,7,958,520,930,487,57,66
4.81,142,7,958,520,931,488,55,65
4.84,143,7,958,520,931,488,55,65
4.88,144,7,957,520,930,488,55,65
4.91,145,7,957,520,930,488,55,65
4.94,146,7,958,520,931,488,54,65
4.98,147,7,958,520,931,488,54,65
5.00,148,7,958,521,932,489,53,64
5.04,149,7,958,521,931,489,54,64
5.07,150,7,958,520,931,488,55,65
5.10,151,7,958,520,931,488,54,65
5.13,152,7,957,521,931,489,53,64
5.16,153,7,957,521,931,489,53,64
5.19,154,7,958,521,931,489,55,64
5.23,155,7,958,521,931,489,54,64
5.26,156,7,958,521,931,489,54,65
5.29,157,7,957,521,931,489,53,65
5.32,158,7,957,521,930,489,54,65
5.35,159,7,956,521,930,489,53,65
5.38,160,7,957,521,931,489,52,65
5.41,161,7,957,521,931,489,52,65
5.44,162,7,957,521,931,489,52,65
5.47,163,7,957,521,932,489,51,65
5.51,164,7,957,521,932,489,51,65
5.54,165,7,957,521,932,489,51,65
5.57,166,7,957,521,931,489,53,65
5.60,167,7,957,521,930,489,54,65
5.64,168,7,957,521,931,489,53,65
5.67,169,7,958,521,932,489,52,65
5.70,170,7,958,521,932,489,52,65
5.73,171,7,958,521,932,489,52,65
5.76,172,7,957,522,932,490,51,64
5.79,173,7,956,522,932,490,49,64
5.83,174,7,956,522,932,490,49,64
5.86,175,7,956,522,931,490,50,64
5.89,176,7,956,522,931,490,51,64
5.92,177,7,956,522,931,490,50,64
5.95,178,7,957,522,931,490,52,64
5.98,179,7,956,521,929,489,54,65
6.01,180,7,955,521,929,489,53,65
6.04,181,7,955,522,930,490,51,64
6.07,182,7,955,521,931,489,49,65
6.11,183,7,955,521,931,489,49,65
6.13,184,7,955,522,931,490,49,64
6.17,185,7,955,522,931,490,48,65
6.20,186,7,955,522,931,490,48,65
6.23,187,7,955,523,930,491,50,64
6.26,188,7,954,522,930,490,49,65
6.29,189,7,955,523,931,491,48,64
6.32,190,7,954,522,930,490,49,65
6.35,191,7,954,523,931,491,47,65
6.39,192,7,954,523,930,491,48,65
6.41,193,7,954,523,931,490,47,66
6.45,194,7,953,523,930,490,47,66
6.48,195,7,953,523,930,490,47,66
6.51,196,7,954,523,930,490,48,66
6.54,197,7,953,523,930,491,47,64
6.57,198,7,952,523,929,491,47,64
6.60,199,7,952,523,929,491,47,64
6.63,200,7,952,523,929,492,46,63
6.67,201,7,952,523,929,492,46,63
6.69,202,7,952,524,929,492,46,64
6.73,203,7,952,524,929,492,46,64
6.76,204,7,952,525,929,492,46,67
6.78,205,7,952,525,928,491,48,68
6.82,206,7,953,526,930,492,46,68
6.85,207,7,953,526,930,492,46,68
6.88,208,7,953,525,930,491,46,69
6.91,209,7,952,525,928,491,48,69
6.94,210,7,952,525,928,491,48,69
6.97,211,7,953,525,930,491,47,69
7.00,212,7,953,525,930,491,47,69
7.03,213,7,953,525,930,491,47,69
7.06,214,7,954,525,931,490,47,70
7.09,215,7,955,525,932,490,46,70
7.12,216,7,955,525,932,490,46,70
7.15,217,7,955,525,932,490,46,70
7.19,218,7,955,525,932,490,46,70
7.22,219,7,955,525,932,490,46,70
7.25,220,7,955,524,932,489,46,71
7.28,221,7,955,524,932,489,46,71
7.32,222,7,955,524,933,489,45,71
7.35,223,7,955,525,932,491,46,69
7.39,224,7,954,525,931,491,47,69
7.43,225,7,954,525,931,491,47,69
7.46,226,7,954,525,931,491,47,69
7.50,227,7,954,525,931,491,47,69
7.54,228,7,954,525,931,491,47,69
7.57,229,7,955,525,932,491,46,69
7.60,230,7,955,525,932,491,46,69
7.63,231,7,955,525,932,491,46,69
7.66,232,7,953,525,928,491,50,69
7.70,233,7,952,525,927,491,51,69
7.74,234,7,952,525,927,491,51,69
7.77,235,7,953,524,928,490,50,69
7.80,236,7,953,524,928,490,50,69
7.84,237,7,953,524,928,490,50,69
7.87,238,7,953,524,928,489,50,70
7.90,239,7,954,524,929,489,50,70
7.94,240,7,953,524,928,489,51,70
7.97,241,7,953,524,928,489,51,70
8.01,242,7,954,524,930,489,49,70
8.05,243,7,954,524,929,489,50,70
8.08,244,7,954,524,930,489,49,70
8.12,245,7,954,523,930,488,49,71
8.15,246,7,954,523,930,488,49,71
8.19,247,7,955,524,930,489,50,70
8.22,248,7,955,523,931,488,49,71
8.26,249,7,955,524,931,489,49,70
8.29,250,7,955,524,931,489,49,71
8.32,251,7,955,524,931,489,49,71
8.35,252,7,955,524,931,489,49,71
8.38,253,7,956,524,931,489,50,71
8.42,254,7,956,524,931,489,50,71
8.46,255,7,956,524,932,489,49,71
8.49,256,7,956,525,932,490,49,70
8.53,257,7,956,525,932,490,49,70
8.57,258,7,956,525,932,490,49,70
8.59,259,7,956,523,931,487,50,73
8.63,260,7,955,523,931,487,49,73
8.66,261,7,955,523,931,487,49,73
8.69,262,7,956,524,931,488,50,73
8.73,263,7,956,524,931,488,50,73
8.76,264,7,956,524,931,488,50,73
8.79,265,7,956,525,932,489,49,72
8.83,266,7,956,525,932,489,49,72
8.86,267,7,956,525,932,489,49,72
8.89,268,7,956,525,931,489,50,72
8.92,269,7,956,525,932,489,49,72
8.95,270,7,956,525,932,489,49,72
10.26,271,7,956,525,931,489,51,72
10.30,272,7,957,525,932,489,50,72
10.33,273,7,957,525,933,489,49,72
10.37,274,7,957,525,933,489,49,72
10.40,275,7,957,524,932,488,50,73
10.44,276,7,957,524,933,488,49,73
10.47,277,7,957,524,932,488,50,72
10.50,278,7,957,524,932,488,50,72
10.53,279,7,957,524,932,488,50,72
10.56,280,7,957,523,932,487,51,73
10.60,281,7,957,524,932,488,51,72
10.64,282,7,957,524,932,488,51,72
10.67,283,7,958,523,933,487,50,73
10.70,284,7,958,523,933,487,50,72
10.74,285,7,958,523,933,487,50,72
10.77,286,7,958,523,933,487,51,72
10.80,287,7,958,522,933,486,51,73
10.84,288,7,958,522,933,486,51,73
10.87,289,7,958,523,933,487,51,72
10.90,290,7,958,523,933,487,51,72
10.94,291,7,958,523,933,487,51,72
10.97,292,7,958,522,933,486,51,73
11.00,293,7,958,522,933,486,51,73
11.04,294,7,958,522,933,486,51,73
11.07,295,7,958,522,933,486,50,73
11.10,296,7,957,522,932,486,51,73
11.13,297,7,957,522,932,486,51,73
11.16,298,7,958,523,933,487,50,72
11.20,299,7,957,523,933,487,49,72
11.23,300,7,957,523,933,487,49,72
11.26,301,7,958,523,934,487,48,72
11.30,302,7,958,523,934,488,48,71
11.33,303,7,958,523,935,488,47,71
11.36,304,7,958,523,935,488,47,71
11.39,305,7,958,523,934,488,48,71
11.43,306,7,958,523,934,488,48,71
11.46,307,7,958,523,935,488,47,71
11.49,308,7,958,523,934,488,49,71
11.52,309,7,958,523,934,488,49,71
11.55,310,7,959,524,935,489,48,71
11.59,311,7,959,524,935,488,48,72
11.62,312,7,959,524,935,488,48,72
11.64,313,7,960,524,938,488,45,72
11.68,314,7,960,524,938,489,45,71
11.71,315,7,960,524,938,489,45,71
11.74,316,7,961,524,939,488,45,72
11.77,317,7,962,524,939,488,46,72
11.80,318,7,962,524,940,488,45,72
11.83,319,7,963,523,940,488,46,71
11.86,320,7,963,523,941,487,45,72
11.89,321,7,963,523,941,487,45,72
11.92,322,7,963,523,940,487,47,72
11.96,323,7,963,522,940,486,47,73
11.99,324,7,963,522,940,486,47,73
12.02,325,7,964,522,941,486,47,73
12.05,326,7,964,522,941,486,47,73
12.08,327,7,964,522,941,486,47,73
12.11,328,7,964,522,940,486,48,73
12.15,329,7,964,522,939,486,50,73
12.18,330,7,964,522,939,486,50,73
12.21,331,7,964,522,939,486,50,73
12.25,332,7,963,522,938,486,51,73
12.28,333,7,963,522,938,486,51,73
12.31,334,7,964,522,940,485,49,74
12.35,335,7,965,522,941,485,49,74
12.38,336,7,965,522,941,485,49,74
12.41,337,7,964,521,939,483,51,76
12.44,338,7,965,521,940,483,50,76
12.47,339,7,965,521,940,483,50,76
12.50,340,7,967,527,942,496,50,63
12.53,341,7,967,527,943,496,49,63
12.56,342,7,967,527,943,496,49,63
12.59,343,7,967,527,942,496,51,63
12.62,344,7,967,527,942,496,51,63
12.66,345,7,967,527,942,496,51,63
12.69,346,7,967,527,940,496,54,63
12.72,347,7,968,527,941,496,54,63
12.75,348,7,968,527,941,496,54,63
12.78,349,7,968,528,942,497,52,62
12.81,350,7,967,528,940,497,55,62
12.84,351,7,967,527,940,496,55,63
12.87,352,7,967,527,939,496,57,63
12.91,353,7,968,528,941,497,55,62
12.94,354,7,968,528,941,497,55,62
12.97,355,7,968,529,941,498,55,62
13.01,356,7,969,529,942,498,55,62
13.04,357,7,969,529,942,498,55,62
13.07,358,7,968,529,940,498,57,62
13.10,359,7,968,529,940,499,57,61
13.14,360,7,968,530,940,499,57,62
13.17,361,7,968,530,940,499,56,62
13.20,362,7,967,530,939,500,56,61
13.23,363,7,967,530,940,500,55,61
13.27,364,7,968,530,941,500,55,61
13.30,365,7,967,530,940,500,55,61
13.34,366,7,967,530,940,500,55,61
13.37,367,7,968,531,941,502,55,59
13.40,368,7,968,531,941,502,55,59
13.44,369,7,969,531,942,502,55,59
13.48,370,7,970,532,943,502,55,60
13.52,371,7,971,532,945,503,53,59
13.56,372,7,971,532,945,503,53,59
13.59,373,7,972,533,945,503,54,60
13.63,374,7,972,533,945,504,54,59
13.66,375,7,972,533,945,504,54,59
13.70,376,7,972,534,946,505,53,58
13.73,377,7,972,534,946,505,53,58
13.77,378,7,972,534,946,505,53,58
13.80,379,7,972,534,946,505,53,58
13.83,380,7,974,534,950,505,49,59
13.87,381,7,969,534,940,505,59,59
13.90,382,7,976,535,952,507,48,57
13.94,383,7,976,535,952,507,48,57
13.97,384,7,976,535,952,507,48,57
14.00,385,7,975,536,952,508,47,56
14.03,386,7,975,536,952,509,47,55
14.07,387,7,975,536,952,509,47,55
14.10,388,7,975,536,952,508,47,56
14.13,389,7,975,536,952,508,47,56
14.16,390,7,975,536,952,508,47,56
14.19,391,7,975,536,952,509,47,55
14.23,392,7,975,536,952,509,47,55
14.26,393,7,975,537,952,511,47,53
14.29,394,7,976,537,952,510,48,54
14.32,395,7,975,537,952,510,47,54
14.36,396,7,975,537,952,510,47,54
14.39,397,7,976,537,953,510,46,54
14.42,398,7,976,537,953,510,46,54
14.45,399,7,976,537,953,510,46,54
14.48,400,7,976,537,954,510,45,54
14.51,401,7,976,537,954,510,45,54
14.54,402,7,976,537,954,510,45,54
14.57,403,7,976,534,954,505,45,58
14.61,404,7,976,534,954,506,45,56
14.64,405,7,976,534,954,506,45,56
14.67,406,7,978,534,956,506,44,57
14.70,407,7,978,534,956,506,44,57
14.74,408,7,978,534,956,506,44,57
14.77,409,7,977,534,957,506,41,57
14.80,410,7,978,534,958,506,40,57
14.83,411,7,978,534,958,506,40,57
14.86,412,7,979,534,959,506,40,56
14.89,413,7,979,534,960,506,39,56
14.92,414,7,979,534,960,506,39,56
14.95,415,7,981,534,961,506,41,56
14.99,416,7,980,534,961,506,39,56
15.02,417,7,980,534,961,506,39,56
22.12,640,13,925,542,904,523,42,39
22.15,641,13,926,541,904,522,44,39
22.73,659,13,943,535,921,517,44,37
22.77,660,13,944,535,922,517,44,37
22.84,662,13,946,535,924,517,45,36
22.88,663,13,947,535,925,517,45,36
22.91,664,13,948,535,926,517,45,36
22.95,665,13,949,535,927,517,45,36
22.98,666,13,950,535,927,517,46,36
23.01,667,13,951,534,928,516,46,37
23.05,668,13,952,534,929,516,46,37
23.08,669,13,953,535,930,517,46,36
23.11,670,13,953,534,930,516,46,36
23.14,671,13,954,534,931,517,46,35
23.18,672,13,955,535,932,518,46,34
23.22,673,13,955,534,932,517,47,35
23.26,674,13,955,534,932,517,47,35
23.29,675,13,956,534,932,517,48,35
23.33,676,13,956,534,933,517,47,35
23.36,677,13,956,535,933,518,47,34
23.39,678,13,956,535,933,518,47,34
23.43,679,13,957,535,934,518,46,34
23.46,680,13,957,535,934,518,46,34
23.49,681,13,957,535,934,518,46,34
23.52,682,13,957,535,934,518,47,34
23.55,683,13,957,535,934,518,47,34
23.59,684,13,957,535,934,518,47,34
23.62,685,13,957,534,934,517,46,35
23.65,686,13,957,534,934,517,46,35
23.68,687,13,957,534,934,517,46,35
23.71,688,13,957,535,934,519,46,33
23.74,689,13,957,535,934,519,46,33
23.78,690,13,957,535,934,518,46,34
23.81,691,13,957,535,934,518,46,34
23.84,692,13,957,535,933,518,48,34
23.87,693,13,957,535,933,518,48,34
23.90,694,13,957,535,933,518,48,34
23.93,695,13,957,535,933,518,48,34
23.96,696,13,957,535,934,518,47,34
23.99,697,13,957,535,934,518,46,34
24.02,698,13,957,535,934,518,46,34
24.05,699,13,956,535,933,518,47,34
24.08,700,13,957,535,934,518,46,34
24.11,701,13,957,534,934,517,46,34
24.14,702,13,957,534,934,518,46,33
24.17,703,13,957,533,935,515,45,36
24.21,704,13,957,516,934,482,46,69
24.24,705,13,957,516,934,482,46,69
24.27,706,13,957,533,934,516,46,35
24.30,707,13,957,533,934,516,46,35
24.33,708,13,956,515,933,480,47,71
24.36,709,13,956,515,932,480,48,71
24.40,710,13,954,515,929,480,50,71
24.43,711,13,954,516,929,481,50,70
24.46,712,13,954,515,929,480,50,71
24.49,713,13,952,515,926,480,53,71
24.52,714,13,952,515,926,480,53,71
24.55,715,13,952,516,926,480,53,72
24.58,716,13,952,516,926,480,53,72
